anio_mat,entidad_id,ent_regis,municipio_id,mun_regis,tipo_div,causa,hijos,custodia,pension,edad_mdiv1,escol_div1,con_acdiv1,sexo_div1,edad_mdiv2,escol_div2,con_acdiv2,sexo_div2
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,Secundaria o equivalente,No trabaja,Mujer,20,Preparatoria o equivalente,Trabaja,Hombre
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,Preparatoria o equivalente,No trabaja,Mujer,27,Preparatoria o equivalente,Trabaja,Hombre
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Preparatoria o equivalente,Trabaja,Hombre,19,Carrera técnica,Trabaja,Mujer
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,20,Preparatoria o equivalente,Trabaja,Hombre,14,Secundaria o equivalente,Trabaja,Mujer
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,21,Preparatoria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,29,Superior,Trabaja,Hombre,19,Carrera técnica,Trabaja,Mujer
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,35,Preparatoria o equivalente,Trabaja,Hombre,18,Superior,Trabaja,Mujer
2016,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,22,No especificada,Trabaja,Hombre,19,No especificada,No trabaja,Mujer
2016,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,25,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2016,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,Ambos,Hijos,22,Preparatoria o equivalente,Trabaja,Hombre,19,Carrera técnica,No trabaja,Mujer
2016,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,20,Preparatoria o equivalente,Trabaja,Hombre
2016,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,23,Preparatoria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2016,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,0,no se otorga,No especificado,19,Carrera técnica,Trabaja,Mujer,23,Superior,Trabaja,Hombre
2015,10,Durango,12,Asientos,Judicial,"Abandono de hogar por más de 3 o 6 meses, sin causa justificada",1,Divorciante 2,Hijos,19,Carrera técnica,Trabaja,Mujer,20,Carrera técnica,Trabaja,Hombre
2015,10,Durango,12,Asientos,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,20,Superior,Trabaja,Hombre,17,Superior,No trabaja,Mujer
2015,10,Durango,12,Asientos,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,18,Carrera técnica,Trabaja,Mujer,21,Preparatoria o equivalente,Trabaja,Hombre
2015,10,Durango,12,Asientos,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,31,Preparatoria o equivalente,Trabaja,Hombre,15,Preparatoria o equivalente,No trabaja,Mujer
2015,10,Durango,12,Asientos,Judicial,Mutuo consentimiento,3,no se otorga,Ninguno,17,Preparatoria o equivalente,Trabaja,Mujer,21,Carrera técnica,Trabaja,Hombre
2016,10,Durango,39,Loreto,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,20,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2016,10,Durango,12,Asientos,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,20,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2017,10,Durango,13,Calvillo,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,99,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,11,Guanajuato,41,Calkiní,Judicial,Mutuo consentimiento,2,Divorciante 2,Hijos,19,Primaria completa,Trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2015,11,Guanajuato,21,Ensenada,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,25,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2015,11,Guanajuato,15,Jesús María,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,Secundaria o equivalente,No trabaja,Mujer,21,Secundaria o equivalente,Trabaja,Hombre
2015,11,Guanajuato,14,Cosío,Judicial,Voluntario unilateral,2,no se otorga,Ninguno,28,Secundaria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2015,11,Guanajuato,17,Rincón de Romos,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,19,Preparatoria o equivalente,No trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2015,11,Guanajuato,11,Aguascalientes,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,19,Primaria completa,Trabaja,Mujer,23,Preparatoria o equivalente,Trabaja,Hombre
2015,11,Guanajuato,11,Aguascalientes,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,No especificada,No especificada,Mujer,19,No especificada,No especificada,Hombre
2015,11,Guanajuato,11,Aguascalientes,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,18,Secundaria o equivalente,Trabaja,Mujer,21,Secundaria o equivalente,Trabaja,Hombre
2015,11,Guanajuato,17,Rincón de Romos,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,28,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,11,Guanajuato,27,San Felipe,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,25,Preparatoria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2015,11,Guanajuato,15,Jesús María,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,19,Preparatoria o equivalente,No trabaja,Mujer,23,Preparatoria o equivalente,Trabaja,Hombre
2015,11,Guanajuato,42,Campeche,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,21,No especificada,No trabaja,Hombre,19,No especificada,No trabaja,Mujer
2015,11,Guanajuato,17,Rincón de Romos,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,20,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,11,Guanajuato,11,Aguascalientes,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,17,Secundaria o equivalente,Trabaja,Mujer,18,Secundaria o equivalente,Trabaja,Hombre
2015,11,Guanajuato,31,Comondú,Judicial,Voluntario unilateral,0,no se otorga,No especificado,19,Secundaria o equivalente,Trabaja,Mujer,22,Secundaria o equivalente,Trabaja,Hombre
2015,11,Guanajuato,23,Tecate,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Hombre,19,Primaria completa,Trabaja,Mujer
2015,11,Guanajuato,15,Jesús María,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,19,Preparatoria o equivalente,Trabaja,Mujer,20,Preparatoria o equivalente,Trabaja,Hombre
2015,11,Guanajuato,33,La Paz,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Secundaria o equivalente,Trabaja,Mujer,99,No especificada,No especificada,Hombre
2015,11,Guanajuato,11,Aguascalientes,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,19,Preparatoria o equivalente,No trabaja,Mujer,19,Preparatoria o equivalente,Trabaja,Hombre
2015,11,Guanajuato,17,Rincón de Romos,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,20,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,11,Guanajuato,11,Aguascalientes,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,23,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,11,Guanajuato,17,Rincón de Romos,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,99,Preparatoria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,No trabaja,Mujer
2015,11,Guanajuato,25,Playas de Rosarito,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,21,Primaria completa,Trabaja,Hombre,18,Primaria completa,Trabaja,Mujer
2015,11,Guanajuato,17,Rincón de Romos,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,18,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,11,Guanajuato,17,Rincón de Romos,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,24,Secundaria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,No trabaja,Mujer
2015,11,Guanajuato,14,Cosío,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,Preparatoria o equivalente,No trabaja,Mujer,20,Preparatoria o equivalente,Trabaja,Hombre
2015,11,Guanajuato,14,Cosío,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,19,Secundaria o equivalente,Trabaja,Hombre
2015,11,Guanajuato,15,Jesús María,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,19,Secundaria o equivalente,No trabaja,Mujer,21,Preparatoria o equivalente,Trabaja,Hombre
2015,11,Guanajuato,25,Playas de Rosarito,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,19,Secundaria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,Trabaja,Mujer
2015,11,Guanajuato,17,Rincón de Romos,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,30,Secundaria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,No trabaja,Mujer
2015,11,Guanajuato,17,Rincón de Romos,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,18,No especificada,No especificada,Hombre,17,No especificada,No especificada,Mujer
2015,11,Guanajuato,23,Tecate,Judicial,Mutuo consentimiento,1,Ambos,Hijos,24,Preparatoria o equivalente,Trabaja,Hombre,18,Carrera técnica,Trabaja,Mujer
2015,11,Guanajuato,42,Campeche,Judicial,Voluntario unilateral,0,no se otorga,No especificado,19,Secundaria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2015,11,Guanajuato,17,Rincón de Romos,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,20,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,11,Guanajuato,23,Tecate,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,21,Primaria completa,Trabaja,Hombre,19,Primaria completa,Trabaja,Mujer
2015,11,Guanajuato,41,Calkiní,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,18,Secundaria o equivalente,Trabaja,Hombre,18,Primaria completa,Trabaja,Mujer
2015,11,Guanajuato,11,Aguascalientes,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,18,Primaria completa,Trabaja,Mujer,22,Secundaria o equivalente,Trabaja,Hombre
2015,11,Guanajuato,17,Rincón de Romos,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,25,Secundaria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,Trabaja,Mujer
2016,11,Guanajuato,42,Campeche,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,18,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2016,11,Guanajuato,17,Rincón de Romos,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,20,Secundaria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,No trabaja,Mujer
2016,11,Guanajuato,23,Tecate,Judicial,Voluntario unilateral,1,no se otorga,No especificado,19,Preparatoria o equivalente,Trabaja,Mujer,33,Preparatoria o equivalente,Trabaja,Hombre
2016,11,Guanajuato,15,Jesús María,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,18,Preparatoria o equivalente,No trabaja,Mujer,22,Superior,No trabaja,Hombre
2016,11,Guanajuato,42,Campeche,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,21,Superior,No trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2016,11,Guanajuato,27,San Felipe,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,21,Preparatoria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,Trabaja,Mujer
2016,11,Guanajuato,41,Calkiní,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,19,Primaria completa,Trabaja,Mujer,19,Secundaria o equivalente,Trabaja,Hombre
2016,11,Guanajuato,14,Cosío,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2016,11,Guanajuato,17,Rincón de Romos,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,19,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2016,11,Guanajuato,14,Cosío,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,30,Secundaria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2016,11,Guanajuato,14,Cosío,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,16,Secundaria o equivalente,No trabaja,Mujer,19,Secundaria o equivalente,Trabaja,Hombre
2016,11,Guanajuato,17,Rincón de Romos,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,23,Carrera técnica,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2017,11,Guanajuato,42,Campeche,Judicial,Voluntario unilateral,0,no se otorga,Divorciante 1,22,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2017,11,Guanajuato,11,Aguascalientes,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,Preparatoria o equivalente,Trabaja,Mujer,19,No especificada,No especificada,Hombre
2015,12,Guerrero,22,Mexicali,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,20,Secundaria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,No trabaja,Mujer
2015,12,Guerrero,55,Candela,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,24,Preparatoria o equivalente,Trabaja,Hombre,17,Preparatoria o equivalente,Trabaja,Mujer
2015,12,Guerrero,22,Mexicali,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Secundaria o equivalente,Trabaja,Hombre,17,Secundaria o equivalente,Trabaja,Mujer
2015,12,Guerrero,22,Mexicali,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,21,Preparatoria o equivalente,Trabaja,Hombre,17,Preparatoria o equivalente,Trabaja,Mujer
2015,12,Guerrero,38,Los Cabos,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,17,Preparatoria o equivalente,Trabaja,Mujer,19,Preparatoria o equivalente,Trabaja,Hombre
2015,12,Guerrero,61,Armería,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,20,Superior,No trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2015,12,Guerrero,12,Asientos,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos y Divorciante 2,23,Preparatoria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2015,12,Guerrero,22,Mexicali,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,31,Preparatoria o equivalente,No trabaja,Hombre,14,Secundaria o equivalente,No trabaja,Mujer
2015,12,Guerrero,22,Mexicali,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,20,Preparatoria o equivalente,No trabaja,Hombre,16,Secundaria o equivalente,No trabaja,Mujer
2016,12,Guerrero,38,Los Cabos,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,27,Preparatoria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2016,12,Guerrero,12,Asientos,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,20,Preparatoria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,No trabaja,Mujer
2016,12,Guerrero,38,Los Cabos,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,22,Preparatoria o equivalente,Trabaja,Hombre
2015,13,Hidalgo,77,Amatenango del Valle,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,17,Primaria completa,Trabaja,Hombre,17,Secundaria o equivalente,Trabaja,Mujer
2015,13,Hidalgo,77,Amatenango del Valle,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,21,No especificada,No especificada,Hombre,16,No especificada,No especificada,Mujer
2015,13,Hidalgo,77,Amatenango del Valle,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,26,No especificada,No especificada,Hombre,16,No especificada,No especificada,Mujer
2015,13,Hidalgo,77,Amatenango del Valle,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,24,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,13,Hidalgo,63,Comala,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,20,Secundaria o equivalente,Trabaja,Hombre,15,Secundaria o equivalente,No trabaja,Mujer
2016,13,Hidalgo,48,Tenabo,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,Preparatoria o equivalente,No trabaja,Mujer,20,Superior,No trabaja,Hombre
2016,13,Hidalgo,77,Amatenango del Valle,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,16,No especificada,No especificada,Mujer,99,No especificada,No especificada,Hombre
2016,13,Hidalgo,42,Campeche,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,21,Preparatoria o equivalente,Trabaja,Hombre,19,Carrera técnica,No trabaja,Mujer
2016,13,Hidalgo,69,Tecomán,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,39,Preparatoria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,No trabaja,Mujer
2015,14,Jalisco,53,Allende,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Hombre,19,Carrera técnica,Trabaja,Mujer
2015,14,Jalisco,93,Coyoacán,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,19,Superior,Trabaja,Mujer,26,Superior,Trabaja,Hombre
2015,14,Jalisco,118,Manuel Doblado,Judicial,Adulterio o infidelidad sexual,0,no se otorga,Ninguno,26,No especificada,No especificada,Hombre,17,No especificada,No especificada,Mujer
2016,14,Jalisco,73,Acapetahua,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,19,No especificada,No trabaja,Mujer,24,No especificada,Trabaja,Hombre
2015,14,Jalisco,118,Manuel Doblado,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,19,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2016,14,Jalisco,97,Iztapalapa,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,99,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2015,14,Jalisco,98,La Magdalena Contreras,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,35,Superior,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2016,14,Jalisco,88,Batopilas de Manuel Gómez Morín,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,32,Secundaria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,Trabaja,Mujer
2015,14,Jalisco,48,Tenabo,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,22,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,14,Jalisco,97,Iztapalapa,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,18,Primaria completa,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2015,14,Jalisco,118,Manuel Doblado,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,23,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2016,14,Jalisco,110,El Llano,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,25,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,14,Jalisco,110,El Llano,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,22,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,14,Jalisco,93,Coyoacán,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,28,Preparatoria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2016,14,Jalisco,121,Acapulco de Juárez,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,22,Secundaria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,Trabaja,Mujer
2015,14,Jalisco,39,Loreto,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,22,Secundaria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,No trabaja,Mujer
2015,14,Jalisco,39,Loreto,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,26,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2016,14,Jalisco,13,Calvillo,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,18,Superior,Trabaja,Hombre,19,Superior,Trabaja,Mujer
2015,14,Jalisco,53,Allende,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,18,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
